from_user,to_user,action,event_time
user33,user40,LIKE,1970-01-21T11:27:29.348+01:00
user18,user35,FOLLOW,1970-01-21T11:27:29.349+01:00
user7,user25,SHARE,1970-01-21T11:27:29.349+01:00
user19,user5,SHARE,1970-01-21T11:27:29.349+01:00
user3,user37,COMMENT,1970-01-21T11:27:29.349+01:00
user33,user1,FOLLOW,1970-01-21T11:27:29.349+01:00
user40,user18,FOLLOW,1970-01-21T11:27:29.350+01:00
user5,user49,SHARE,1970-01-21T11:27:29.350+01:00
user32,user3,SHARE,1970-01-21T11:27:29.350+01:00
user25,user10,FOLLOW,1970-01-21T11:27:29.350+01:00
user3,user8,COMMENT,1970-01-21T11:27:29.350+01:00
user27,user48,SHARE,1970-01-21T11:27:29.351+01:00
user31,user19,COMMENT,1970-01-21T11:27:29.351+01:00
user47,user48,SHARE,1970-01-21T11:27:29.351+01:00
user8,user38,FOLLOW,1970-01-21T11:27:29.351+01:00
user49,user22,FOLLOW,1970-01-21T11:27:29.351+01:00
user3,user2,SHARE,1970-01-21T11:27:29.352+01:00
user15,user33,FOLLOW,1970-01-21T11:27:27.472+01:00
user20,user47,FOLLOW,1970-01-21T11:27:27.473+01:00
user40,user3,SHARE,1970-01-21T11:27:27.473+01:00
user46,user15,LIKE,1970-01-21T11:27:27.473+01:00
user20,user45,LIKE,1970-01-21T11:27:27.473+01:00
user33,user43,SHARE,1970-01-21T11:27:27.473+01:00
user44,user34,SHARE,1970-01-21T11:27:27.474+01:00
user26,user14,LIKE,1970-01-21T11:27:27.474+01:00
user14,user37,FOLLOW,1970-01-21T11:27:27.474+01:00
user8,user26,COMMENT,1970-01-21T11:27:27.474+01:00
user25,user47,LIKE,1970-01-21T11:27:27.474+01:00
user34,user1,COMMENT,1970-01-21T11:27:27.475+01:00
user20,user36,SHARE,1970-01-21T11:27:27.475+01:00
user24,user36,COMMENT,1970-01-21T11:27:27.475+01:00
user41,user34,FOLLOW,1970-01-21T11:27:27.475+01:00
user12,user3,COMMENT,1970-01-21T11:27:28.033+01:00
user17,user4,LIKE,1970-01-21T11:27:28.034+01:00
user2,user27,SHARE,1970-01-21T11:27:28.034+01:00
user37,user19,COMMENT,1970-01-21T11:27:28.034+01:00
user19,user30,FOLLOW,1970-01-21T11:27:28.034+01:00
user23,user32,COMMENT,1970-01-21T11:27:28.034+01:00
user45,user21,COMMENT,1970-01-21T11:27:28.035+01:00
user12,user15,LIKE,1970-01-21T11:27:28.035+01:00
user39,user32,COMMENT,1970-01-21T11:27:28.035+01:00
user35,user38,SHARE,1970-01-21T11:27:28.035+01:00
user15,user40,COMMENT,1970-01-21T11:27:28.035+01:00
user35,user30,COMMENT,1970-01-21T11:27:28.036+01:00
user12,user17,LIKE,1970-01-21T11:27:28.036+01:00
user21,user43,FOLLOW,1970-01-21T11:27:28.036+01:00
user18,user22,FOLLOW,1970-01-21T11:27:27.369+01:00
user43,user18,SHARE,1970-01-21T11:27:27.369+01:00
user22,user27,SHARE,1970-01-21T11:27:27.369+01:00
user28,user35,SHARE,1970-01-21T11:27:27.369+01:00
user30,user37,FOLLOW,1970-01-21T11:27:27.369+01:00
user42,user41,COMMENT,1970-01-21T11:27:27.370+01:00
user6,user3,FOLLOW,1970-01-21T11:27:27.370+01:00
user29,user35,COMMENT,1970-01-21T11:27:27.370+01:00
user27,user34,SHARE,1970-01-21T11:27:27.370+01:00
user20,user37,SHARE,1970-01-21T11:27:27.370+01:00
user9,user38,LIKE,1970-01-21T11:27:27.371+01:00
user21,user2,SHARE,1970-01-21T11:27:27.371+01:00
user39,user28,FOLLOW,1970-01-21T11:27:27.371+01:00
user5,user6,LIKE,1970-01-21T11:27:27.371+01:00
user29,user1,SHARE,1970-01-21T11:27:27.371+01:00
user28,user12,SHARE,1970-01-21T11:27:27.372+01:00
user9,user11,COMMENT,2025-12-13T17:25:30.000+01:00
user45,user24,FOLLOW,2025-12-13T17:25:30.000+01:00
user9,user36,LIKE,2025-12-13T17:25:30.000+01:00
user30,user48,FOLLOW,2025-12-13T17:25:31.000+01:00
user49,user19,SHARE,2025-12-13T17:25:31.000+01:00
user33,user10,LIKE,2025-12-13T17:25:31.000+01:00
user25,user7,FOLLOW,2025-12-13T17:25:31.000+01:00
user33,user30,FOLLOW,2025-12-13T17:25:31.000+01:00
user7,user14,LIKE,2025-12-13T17:25:32.000+01:00
user27,user3,FOLLOW,2025-12-13T17:25:32.000+01:00
user2,user40,LIKE,2025-12-13T17:25:32.000+01:00
user15,user40,FOLLOW,2025-12-13T17:25:32.000+01:00
user18,user22,COMMENT,2025-12-13T17:25:32.000+01:00
user8,user40,LIKE,2025-12-13T17:25:33.000+01:00
user4,user5,COMMENT,2025-12-13T17:25:33.000+01:00
user4,user3,COMMENT,1970-01-21T11:27:29.034+01:00
user25,user27,COMMENT,1970-01-21T11:27:29.034+01:00
user11,user25,FOLLOW,1970-01-21T11:27:29.034+01:00
user2,user45,COMMENT,1970-01-21T11:27:29.035+01:00
user47,user17,LIKE,1970-01-21T11:27:29.035+01:00
user46,user12,SHARE,1970-01-21T11:27:29.035+01:00
user32,user19,COMMENT,1970-01-21T11:27:29.035+01:00
user48,user11,FOLLOW,1970-01-21T11:27:29.035+01:00
user13,user38,COMMENT,1970-01-21T11:27:29.036+01:00
user9,user36,FOLLOW,1970-01-21T11:27:29.036+01:00
user37,user27,FOLLOW,1970-01-21T11:27:29.036+01:00
user43,user47,SHARE,1970-01-21T11:27:29.036+01:00
user32,user42,FOLLOW,1970-01-21T11:27:29.036+01:00
user6,user45,FOLLOW,1970-01-21T11:27:29.037+01:00
user46,user16,COMMENT,1970-01-21T11:27:29.037+01:00
user31,user49,FOLLOW,1970-01-21T11:27:28.620+01:00
user22,user39,COMMENT,1970-01-21T11:27:28.620+01:00
user43,user4,LIKE,1970-01-21T11:27:28.620+01:00
user11,user32,COMMENT,1970-01-21T11:27:28.621+01:00
user31,user35,SHARE,1970-01-21T11:27:28.621+01:00
user6,user21,LIKE,1970-01-21T11:27:28.621+01:00
user22,user14,LIKE,1970-01-21T11:27:28.621+01:00
user16,user44,COMMENT,1970-01-21T11:27:28.621+01:00
user24,user37,LIKE,1970-01-21T11:27:28.622+01:00
user45,user31,SHARE,1970-01-21T11:27:28.622+01:00
user43,user42,FOLLOW,1970-01-21T11:27:28.622+01:00
user30,user20,LIKE,1970-01-21T11:27:28.622+01:00
user6,user50,COMMENT,1970-01-21T11:27:28.622+01:00
user24,user14,LIKE,1970-01-21T11:27:28.623+01:00
user15,user49,SHARE,1970-01-21T11:27:28.623+01:00
user40,user36,COMMENT,1970-01-21T11:27:28.623+01:00
user30,user17,SHARE,1970-01-21T11:27:28.036+01:00
user35,user42,FOLLOW,1970-01-21T11:27:28.036+01:00
user46,user31,SHARE,1970-01-21T11:27:28.037+01:00
user28,user47,COMMENT,1970-01-21T11:27:28.037+01:00
user10,user29,LIKE,1970-01-21T11:27:28.037+01:00
user24,user14,FOLLOW,1970-01-21T11:27:28.037+01:00
user21,user29,SHARE,1970-01-21T11:27:28.037+01:00
user8,user25,COMMENT,1970-01-21T11:27:28.038+01:00
user6,user24,FOLLOW,1970-01-21T11:27:28.038+01:00
user48,user46,SHARE,1970-01-21T11:27:28.038+01:00
user9,user32,SHARE,1970-01-21T11:27:28.038+01:00
user31,user49,COMMENT,1970-01-21T11:27:28.038+01:00
user31,user43,COMMENT,1970-01-21T11:27:28.039+01:00
user35,user4,COMMENT,1970-01-21T11:27:28.039+01:00
user3,user4,FOLLOW,1970-01-21T11:27:28.039+01:00
user30,user21,COMMENT,2025-12-13T17:09:16.000+01:00
user19,user20,COMMENT,2025-12-13T17:09:16.000+01:00
user24,user5,COMMENT,2025-12-13T17:09:16.000+01:00
user2,user41,COMMENT,2025-12-13T17:09:16.000+01:00
user16,user40,FOLLOW,2025-12-13T17:09:17.000+01:00
user40,user13,FOLLOW,2025-12-13T17:09:17.000+01:00
user24,user9,COMMENT,2025-12-13T17:09:17.000+01:00
user28,user43,SHARE,2025-12-13T17:09:17.000+01:00
user7,user19,SHARE,2025-12-13T17:09:17.000+01:00
user15,user16,SHARE,2025-12-13T17:09:18.000+01:00
user19,user22,FOLLOW,2025-12-13T17:09:18.000+01:00
user19,user22,COMMENT,2025-12-13T17:09:18.000+01:00
user21,user23,LIKE,2025-12-13T17:09:18.000+01:00
user27,user40,LIKE,2025-12-13T17:09:19.000+01:00
user14,user42,COMMENT,2025-12-13T17:09:19.000+01:00
user2,user10,FOLLOW,1970-01-21T11:27:29.615+01:00
user49,user18,SHARE,1970-01-21T11:27:29.615+01:00
user37,user18,FOLLOW,1970-01-21T11:27:29.616+01:00
user32,user28,COMMENT,1970-01-21T11:27:29.616+01:00
user17,user37,FOLLOW,1970-01-21T11:27:29.616+01:00
user26,user49,FOLLOW,1970-01-21T11:27:29.616+01:00
user12,user42,SHARE,1970-01-21T11:27:29.616+01:00
user3,user2,FOLLOW,1970-01-21T11:27:29.617+01:00
user2,user5,SHARE,1970-01-21T11:27:29.617+01:00
user5,user24,SHARE,1970-01-21T11:27:29.617+01:00
user40,user45,FOLLOW,1970-01-21T11:27:29.617+01:00
user6,user44,COMMENT,1970-01-21T11:27:29.617+01:00
user41,user2,FOLLOW,1970-01-21T11:27:29.618+01:00
user45,user44,FOLLOW,1970-01-21T11:27:29.618+01:00
user37,user36,LIKE,1970-01-21T11:27:29.618+01:00
user42,user13,LIKE,1970-01-21T11:27:29.618+01:00
user19,user13,SHARE,1970-01-21T11:27:28.462+01:00
user40,user9,SHARE,1970-01-21T11:27:28.462+01:00
user35,user45,FOLLOW,1970-01-21T11:27:28.462+01:00
user23,user21,LIKE,1970-01-21T11:27:28.462+01:00
user34,user15,FOLLOW,1970-01-21T11:27:28.462+01:00
user24,user18,SHARE,1970-01-21T11:27:28.463+01:00
user28,user40,LIKE,1970-01-21T11:27:28.463+01:00
user2,user28,COMMENT,1970-01-21T11:27:28.463+01:00
user22,user6,SHARE,1970-01-21T11:27:28.463+01:00
user15,user18,FOLLOW,1970-01-21T11:27:28.463+01:00
user50,user46,LIKE,1970-01-21T11:27:28.464+01:00
user12,user45,LIKE,1970-01-21T11:27:28.464+01:00
user19,user3,COMMENT,1970-01-21T11:27:28.464+01:00
user48,user14,LIKE,1970-01-21T11:27:28.464+01:00
user22,user33,COMMENT,1970-01-21T11:27:28.464+01:00
user38,user1,COMMENT,1970-01-21T11:27:30.716+01:00
user12,user47,SHARE,1970-01-21T11:27:30.717+01:00
user46,user13,COMMENT,1970-01-21T11:27:30.717+01:00
user44,user26,COMMENT,1970-01-21T11:27:30.717+01:00
user12,user36,SHARE,1970-01-21T11:27:30.717+01:00
user21,user26,COMMENT,1970-01-21T11:27:30.717+01:00
user21,user7,LIKE,1970-01-21T11:27:30.718+01:00
user20,user4,COMMENT,1970-01-21T11:27:30.718+01:00
user27,user17,FOLLOW,1970-01-21T11:27:30.718+01:00
user39,user24,SHARE,1970-01-21T11:27:30.718+01:00
user46,user49,FOLLOW,1970-01-21T11:27:30.718+01:00
user42,user15,LIKE,1970-01-21T11:27:30.719+01:00
user12,user14,LIKE,1970-01-21T11:27:30.719+01:00
user2,user33,SHARE,1970-01-21T11:27:30.719+01:00
user31,user27,SHARE,1970-01-21T11:27:30.719+01:00
user30,user7,FOLLOW,1970-01-21T11:27:30.719+01:00
user36,user38,FOLLOW,1970-01-21T11:27:30.191+01:00
user26,user9,LIKE,1970-01-21T11:27:30.192+01:00
user43,user5,LIKE,1970-01-21T11:27:30.192+01:00
user36,user44,FOLLOW,1970-01-21T11:27:30.192+01:00
user22,user23,FOLLOW,1970-01-21T11:27:30.192+01:00
user4,user34,FOLLOW,1970-01-21T11:27:30.192+01:00
user46,user47,FOLLOW,1970-01-21T11:27:30.193+01:00
user16,user3,FOLLOW,1970-01-21T11:27:30.193+01:00
user15,user37,SHARE,1970-01-21T11:27:30.193+01:00
user5,user6,FOLLOW,1970-01-21T11:27:30.193+01:00
user48,user19,COMMENT,1970-01-21T11:27:30.193+01:00
user12,user32,FOLLOW,1970-01-21T11:27:30.194+01:00
user11,user20,COMMENT,1970-01-21T11:27:30.194+01:00
user19,user40,FOLLOW,1970-01-21T11:27:30.194+01:00
user11,user42,COMMENT,1970-01-21T11:27:30.194+01:00
user31,user10,FOLLOW,1970-01-21T11:27:30.194+01:00
user33,user49,LIKE,1970-01-21T11:27:30.195+01:00
user37,user32,LIKE,2025-12-13T17:24:01.000+01:00
user28,user17,COMMENT,2025-12-13T17:24:02.000+01:00
user39,user25,FOLLOW,2025-12-13T17:24:02.000+01:00
user34,user13,FOLLOW,2025-12-13T17:24:02.000+01:00
user15,user27,COMMENT,2025-12-13T17:24:02.000+01:00
user40,user20,FOLLOW,2025-12-13T17:24:02.000+01:00
user26,user15,FOLLOW,2025-12-13T17:24:03.000+01:00
user13,user14,LIKE,2025-12-13T17:24:03.000+01:00
user2,user19,COMMENT,2025-12-13T17:24:03.000+01:00
user21,user43,SHARE,2025-12-13T17:24:03.000+01:00
user23,user29,LIKE,2025-12-13T17:24:03.000+01:00
user26,user13,LIKE,2025-12-13T17:24:04.000+01:00
user2,user15,FOLLOW,2025-12-13T17:24:04.000+01:00
user35,user41,FOLLOW,2025-12-13T17:24:04.000+01:00
user25,user2,SHARE,1970-01-21T11:27:28.968+01:00
user50,user17,LIKE,1970-01-21T11:27:28.968+01:00
user33,user31,FOLLOW,1970-01-21T11:27:28.968+01:00
user17,user29,SHARE,1970-01-21T11:27:28.968+01:00
user37,user8,COMMENT,1970-01-21T11:27:28.969+01:00
user1,user22,COMMENT,1970-01-21T11:27:28.969+01:00
user10,user15,LIKE,1970-01-21T11:27:28.969+01:00
user18,user36,COMMENT,1970-01-21T11:27:28.969+01:00
user30,user38,LIKE,1970-01-21T11:27:28.969+01:00
user11,user19,COMMENT,1970-01-21T11:27:28.970+01:00
user14,user5,LIKE,1970-01-21T11:27:28.970+01:00
user37,user17,FOLLOW,1970-01-21T11:27:28.970+01:00
user37,user49,COMMENT,1970-01-21T11:27:28.970+01:00
user36,user26,COMMENT,1970-01-21T11:27:28.970+01:00
user37,user28,LIKE,1970-01-21T11:27:28.971+01:00
user24,user22,LIKE,1970-01-21T11:27:28.971+01:00
user31,user40,FOLLOW,1970-01-21T11:27:29.022+01:00
user40,user6,LIKE,1970-01-21T11:27:29.022+01:00
user15,user10,COMMENT,1970-01-21T11:27:29.023+01:00
user27,user49,COMMENT,1970-01-21T11:27:29.023+01:00
user30,user17,FOLLOW,1970-01-21T11:27:29.023+01:00
user22,user11,SHARE,1970-01-21T11:27:29.023+01:00
user20,user38,FOLLOW,1970-01-21T11:27:29.023+01:00
user41,user37,LIKE,1970-01-21T11:27:29.024+01:00
user46,user21,SHARE,1970-01-21T11:27:29.024+01:00
user27,user49,LIKE,1970-01-21T11:27:29.024+01:00
user34,user3,LIKE,1970-01-21T11:27:29.024+01:00
user38,user45,FOLLOW,1970-01-21T11:27:29.024+01:00
user27,user32,LIKE,1970-01-21T11:27:29.025+01:00
user33,user3,FOLLOW,1970-01-21T11:27:29.025+01:00
user15,user44,FOLLOW,1970-01-21T11:27:29.025+01:00
user16,user36,SHARE,1970-01-21T11:27:28.799+01:00
user36,user27,FOLLOW,1970-01-21T11:27:28.800+01:00
user33,user26,LIKE,1970-01-21T11:27:28.800+01:00
user12,user34,LIKE,1970-01-21T11:27:28.800+01:00
user32,user15,FOLLOW,1970-01-21T11:27:28.800+01:00
user11,user36,LIKE,1970-01-21T11:27:28.800+01:00
user39,user19,SHARE,1970-01-21T11:27:28.801+01:00
user38,user7,LIKE,1970-01-21T11:27:28.801+01:00
user15,user49,FOLLOW,1970-01-21T11:27:28.801+01:00
user6,user45,COMMENT,1970-01-21T11:27:28.801+01:00
user20,user11,SHARE,1970-01-21T11:27:28.801+01:00
user40,user2,FOLLOW,1970-01-21T11:27:28.802+01:00
user18,user50,LIKE,1970-01-21T11:27:28.802+01:00
user42,user5,COMMENT,1970-01-21T11:27:28.802+01:00
user1,user13,SHARE,1970-01-21T11:27:28.802+01:00
user7,user31,SHARE,1970-01-21T11:27:28.802+01:00
user40,user41,SHARE,1970-01-21T11:27:28.803+01:00
user2,user26,FOLLOW,1970-01-21T11:27:28.803+01:00
user18,user29,SHARE,1970-01-21T11:27:28.755+01:00
user37,user40,COMMENT,1970-01-21T11:27:28.756+01:00
user32,user49,FOLLOW,1970-01-21T11:27:28.756+01:00
user2,user18,COMMENT,1970-01-21T11:27:28.756+01:00
user49,user21,SHARE,1970-01-21T11:27:28.756+01:00
user13,user48,COMMENT,1970-01-21T11:27:28.756+01:00
user41,user5,FOLLOW,1970-01-21T11:27:28.757+01:00
user39,user7,FOLLOW,1970-01-21T11:27:28.757+01:00
user12,user24,SHARE,1970-01-21T11:27:28.757+01:00
user45,user22,COMMENT,1970-01-21T11:27:28.757+01:00
user29,user47,SHARE,1970-01-21T11:27:28.757+01:00
user29,user46,LIKE,1970-01-21T11:27:28.758+01:00
user37,user42,COMMENT,1970-01-21T11:27:28.758+01:00
user8,user6,COMMENT,1970-01-21T11:27:28.758+01:00
user13,user25,COMMENT,1970-01-21T11:27:28.758+01:00
user24,user16,SHARE,1970-01-21T11:27:28.758+01:00
user2,user35,FOLLOW,1970-01-21T11:27:28.759+01:00
user36,user14,FOLLOW,1970-01-21T11:27:28.759+01:00
user14,user47,LIKE,2025-12-13T16:55:56.000+01:00
user24,user16,COMMENT,2025-12-13T16:55:56.000+01:00
user48,user23,COMMENT,2025-12-13T16:55:57.000+01:00
user4,user19,FOLLOW,2025-12-13T16:55:57.000+01:00
user31,user26,LIKE,2025-12-13T16:55:57.000+01:00
user24,user8,LIKE,2025-12-13T16:55:57.000+01:00
user43,user37,LIKE,2025-12-13T16:55:57.000+01:00
user8,user12,LIKE,2025-12-13T16:55:58.000+01:00
user36,user13,SHARE,2025-12-13T16:55:58.000+01:00
user26,user31,SHARE,2025-12-13T16:55:58.000+01:00
user7,user14,LIKE,2025-12-13T16:55:58.000+01:00
user17,user20,SHARE,2025-12-13T16:55:58.000+01:00
user7,user40,FOLLOW,2025-12-13T16:55:59.000+01:00
user5,user2,FOLLOW,2025-12-13T16:55:59.000+01:00
user30,user29,FOLLOW,2025-12-13T16:55:59.000+01:00
user19,user33,FOLLOW,2025-12-13T16:55:59.000+01:00
user27,user47,COMMENT,2025-12-13T16:55:59.000+01:00
user12,user20,LIKE,2025-12-13T17:10:02.000+01:00
user34,user47,SHARE,2025-12-13T17:10:03.000+01:00
user12,user42,COMMENT,2025-12-13T17:10:03.000+01:00
user18,user21,SHARE,2025-12-13T17:10:03.000+01:00
user23,user39,LIKE,2025-12-13T17:10:03.000+01:00
user36,user18,FOLLOW,2025-12-13T17:10:03.000+01:00
user15,user5,FOLLOW,2025-12-13T17:10:04.000+01:00
user4,user7,COMMENT,2025-12-13T17:10:04.000+01:00
user50,user14,FOLLOW,2025-12-13T17:10:04.000+01:00
user50,user18,LIKE,2025-12-13T17:10:04.000+01:00
user43,user29,COMMENT,2025-12-13T17:10:04.000+01:00
user45,user26,FOLLOW,2025-12-13T17:10:05.000+01:00
user4,user14,LIKE,2025-12-13T17:10:05.000+01:00
user25,user21,LIKE,2025-12-13T17:10:05.000+01:00
user20,user28,SHARE,2025-12-13T17:10:05.000+01:00
user15,user2,SHARE,2025-12-13T17:10:05.000+01:00
user15,user27,SHARE,1970-01-21T11:27:30.040+01:00
user48,user3,COMMENT,1970-01-21T11:27:30.040+01:00
user7,user40,COMMENT,1970-01-21T11:27:30.040+01:00
user35,user6,LIKE,1970-01-21T11:27:30.041+01:00
user43,user14,FOLLOW,1970-01-21T11:27:30.041+01:00
user41,user16,FOLLOW,1970-01-21T11:27:30.041+01:00
user32,user48,LIKE,1970-01-21T11:27:30.041+01:00
user2,user15,FOLLOW,1970-01-21T11:27:30.041+01:00
user12,user45,FOLLOW,1970-01-21T11:27:30.042+01:00
user39,user25,LIKE,1970-01-21T11:27:30.042+01:00
user3,user15,LIKE,1970-01-21T11:27:30.042+01:00
user32,user37,COMMENT,1970-01-21T11:27:30.042+01:00
user30,user16,COMMENT,1970-01-21T11:27:30.042+01:00
user2,user31,LIKE,1970-01-21T11:27:30.043+01:00
user38,user40,SHARE,1970-01-21T11:27:30.043+01:00
user16,user6,COMMENT,1970-01-21T11:27:30.043+01:00
user42,user49,LIKE,2025-12-13T17:05:40.000+01:00
user50,user28,LIKE,2025-12-13T17:05:41.000+01:00
user14,user18,FOLLOW,2025-12-13T17:05:41.000+01:00
user8,user45,SHARE,2025-12-13T17:05:41.000+01:00
user43,user39,FOLLOW,2025-12-13T17:05:41.000+01:00
user4,user28,LIKE,2025-12-13T17:05:41.000+01:00
user10,user5,FOLLOW,2025-12-13T17:05:42.000+01:00
user8,user5,SHARE,2025-12-13T17:05:42.000+01:00
user40,user7,SHARE,2025-12-13T17:05:42.000+01:00
user45,user25,SHARE,2025-12-13T17:05:42.000+01:00
user17,user45,FOLLOW,2025-12-13T17:05:42.000+01:00
user36,user50,SHARE,2025-12-13T17:05:43.000+01:00
user42,user33,SHARE,2025-12-13T17:05:43.000+01:00
user25,user2,SHARE,2025-12-13T17:05:43.000+01:00
user38,user2,LIKE,2025-12-13T17:05:43.000+01:00
user43,user37,COMMENT,2025-12-13T17:05:43.000+01:00
user36,user10,FOLLOW,1970-01-21T11:27:28.388+01:00
user21,user49,COMMENT,1970-01-21T11:27:28.388+01:00
user19,user27,LIKE,1970-01-21T11:27:28.388+01:00
user13,user24,SHARE,1970-01-21T11:27:28.389+01:00
user31,user27,FOLLOW,1970-01-21T11:27:28.389+01:00
user27,user35,LIKE,1970-01-21T11:27:28.389+01:00
user29,user18,SHARE,1970-01-21T11:27:28.389+01:00
user13,user20,FOLLOW,1970-01-21T11:27:28.389+01:00
user50,user20,SHARE,1970-01-21T11:27:28.390+01:00
user19,user6,FOLLOW,1970-01-21T11:27:28.390+01:00
user35,user47,SHARE,1970-01-21T11:27:28.390+01:00
user22,user35,LIKE,1970-01-21T11:27:28.390+01:00
user7,user30,FOLLOW,1970-01-21T11:27:28.390+01:00
user44,user31,FOLLOW,1970-01-21T11:27:28.391+01:00
user27,user32,LIKE,1970-01-21T11:27:28.391+01:00
user4,user27,FOLLOW,1970-01-21T11:27:28.391+01:00
user7,user12,FOLLOW,1970-01-21T11:27:27.852+01:00
user50,user11,LIKE,1970-01-21T11:27:27.853+01:00
user28,user23,COMMENT,1970-01-21T11:27:27.853+01:00
user50,user45,FOLLOW,1970-01-21T11:27:27.853+01:00
user48,user26,LIKE,1970-01-21T11:27:27.853+01:00
user44,user3,LIKE,1970-01-21T11:27:27.853+01:00
user11,user14,FOLLOW,1970-01-21T11:27:27.854+01:00
user26,user12,COMMENT,1970-01-21T11:27:27.854+01:00
user49,user27,SHARE,1970-01-21T11:27:27.854+01:00
user28,user16,COMMENT,1970-01-21T11:27:27.854+01:00
user23,user50,COMMENT,1970-01-21T11:27:27.854+01:00
user17,user27,SHARE,1970-01-21T11:27:27.855+01:00
user15,user11,COMMENT,1970-01-21T11:27:27.855+01:00
user3,user24,FOLLOW,1970-01-21T11:27:27.855+01:00
user9,user36,SHARE,1970-01-21T11:27:27.855+01:00
user40,user4,FOLLOW,2025-12-13T16:57:11.000+01:00
user28,user12,COMMENT,2025-12-13T16:57:12.000+01:00
user19,user27,FOLLOW,2025-12-13T16:57:12.000+01:00
user14,user47,COMMENT,2025-12-13T16:57:12.000+01:00
user12,user22,LIKE,2025-12-13T16:57:12.000+01:00
user18,user45,FOLLOW,2025-12-13T16:57:12.000+01:00
user27,user20,COMMENT,2025-12-13T16:57:13.000+01:00
user45,user5,FOLLOW,2025-12-13T16:57:13.000+01:00
user31,user16,LIKE,2025-12-13T16:57:13.000+01:00
user24,user1,LIKE,2025-12-13T16:57:13.000+01:00
user25,user40,FOLLOW,2025-12-13T16:57:13.000+01:00
user11,user3,FOLLOW,2025-12-13T16:57:14.000+01:00
user34,user7,FOLLOW,2025-12-13T16:57:14.000+01:00
user41,user27,FOLLOW,2025-12-13T16:57:14.000+01:00
user32,user1,COMMENT,2025-12-13T16:57:14.000+01:00
user2,user17,COMMENT,2025-12-13T16:57:14.000+01:00
user29,user15,SHARE,2025-12-13T16:57:15.000+01:00
user9,user35,COMMENT,1970-01-21T11:27:30.681+01:00
user25,user47,COMMENT,1970-01-21T11:27:30.681+01:00
user25,user48,COMMENT,1970-01-21T11:27:30.681+01:00
user7,user49,SHARE,1970-01-21T11:27:30.681+01:00
user6,user47,COMMENT,1970-01-21T11:27:30.681+01:00
user6,user16,FOLLOW,1970-01-21T11:27:30.682+01:00
user19,user47,LIKE,1970-01-21T11:27:30.682+01:00
user27,user10,LIKE,1970-01-21T11:27:30.682+01:00
user36,user27,LIKE,1970-01-21T11:27:30.682+01:00
user32,user16,LIKE,1970-01-21T11:27:30.682+01:00
user48,user28,LIKE,1970-01-21T11:27:30.683+01:00
user39,user44,COMMENT,1970-01-21T11:27:30.683+01:00
user30,user16,LIKE,1970-01-21T11:27:30.683+01:00
user20,user21,FOLLOW,1970-01-21T11:27:30.683+01:00
user17,user25,FOLLOW,1970-01-21T11:27:30.684+01:00
user28,user46,SHARE,1970-01-21T11:27:30.684+01:00
user46,user23,SHARE,1970-01-21T11:27:31.482+01:00
user24,user49,FOLLOW,1970-01-21T11:27:31.482+01:00
user41,user44,LIKE,1970-01-21T11:27:31.482+01:00
user47,user31,SHARE,1970-01-21T11:27:31.482+01:00
user16,user5,LIKE,1970-01-21T11:27:31.482+01:00
user15,user38,COMMENT,1970-01-21T11:27:31.483+01:00
user20,user26,FOLLOW,1970-01-21T11:27:31.483+01:00
user32,user43,LIKE,1970-01-21T11:27:31.483+01:00
user34,user12,COMMENT,1970-01-21T11:27:31.483+01:00
user47,user6,SHARE,1970-01-21T11:27:31.483+01:00
user33,user46,SHARE,1970-01-21T11:27:31.484+01:00
user26,user41,FOLLOW,1970-01-21T11:27:31.484+01:00
user41,user27,SHARE,1970-01-21T11:27:31.484+01:00
user17,user25,FOLLOW,1970-01-21T11:27:31.484+01:00
user50,user43,COMMENT,1970-01-21T11:27:31.484+01:00
user41,user16,LIKE,1970-01-21T11:27:31.485+01:00
user8,user37,FOLLOW,1970-01-21T11:27:31.485+01:00
user40,user2,LIKE,1970-01-21T11:27:31.485+01:00
user23,user47,FOLLOW,1970-01-21T11:27:31.485+01:00
user12,user32,COMMENT,1970-01-21T11:27:30.093+01:00
user11,user41,COMMENT,1970-01-21T11:27:30.094+01:00
user39,user5,LIKE,1970-01-21T11:27:30.094+01:00
user41,user32,FOLLOW,1970-01-21T11:27:30.094+01:00
user4,user44,SHARE,1970-01-21T11:27:30.094+01:00
user24,user44,SHARE,1970-01-21T11:27:30.094+01:00
user49,user12,FOLLOW,1970-01-21T11:27:30.095+01:00
user25,user21,SHARE,1970-01-21T11:27:30.095+01:00
user8,user48,SHARE,1970-01-21T11:27:30.095+01:00
user27,user11,LIKE,1970-01-21T11:27:30.095+01:00
user15,user4,LIKE,1970-01-21T11:27:30.095+01:00
user12,user23,LIKE,1970-01-21T11:27:30.096+01:00
user48,user25,COMMENT,1970-01-21T11:27:30.096+01:00
user47,user40,SHARE,1970-01-21T11:27:30.096+01:00
user13,user45,SHARE,1970-01-21T11:27:30.096+01:00
user6,user50,LIKE,1970-01-21T11:27:30.097+01:00
user29,user20,SHARE,1970-01-21T11:27:30.097+01:00
user16,user25,SHARE,1970-01-21T11:27:29.941+01:00
user28,user47,COMMENT,1970-01-21T11:27:29.941+01:00
user21,user29,FOLLOW,1970-01-21T11:27:29.941+01:00
user19,user47,COMMENT,1970-01-21T11:27:29.941+01:00
user30,user8,FOLLOW,1970-01-21T11:27:29.942+01:00
